2024-02-16 16:42:37,581 INFO    StreamThr :138870 [internal.py:wandb_internal():86] W&B internal server running at pid: 138870, started at: 2024-02-16 16:42:37.581133
2024-02-16 16:42:56,899 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-16 16:42:59,245 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:43:04,246 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:43:09,252 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:43:10,364 INFO    Thread-26 :138870 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/akshar/Projects/Fraud_Classification/research/wandb/run-20240216_164231-25rjx2y1/files/config.yaml
2024-02-16 16:43:11,852 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: stop_status
2024-02-16 16:43:11,853 DEBUG   SenderThread:138870 [sender.py:send_request():409] send_request: stop_status
2024-02-16 16:43:11,899 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-16 16:43:15,263 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:43:20,265 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:43:25,266 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:43:26,856 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-16 16:43:26,857 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: stop_status
2024-02-16 16:43:26,857 DEBUG   SenderThread:138870 [sender.py:send_request():409] send_request: stop_status
2024-02-16 16:43:28,148 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: partial_history
2024-02-16 16:43:28,149 DEBUG   SenderThread:138870 [sender.py:send():382] send: history
2024-02-16 16:43:28,149 DEBUG   SenderThread:138870 [sender.py:send_request():409] send_request: summary_record
2024-02-16 16:43:28,150 INFO    SenderThread:138870 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-02-16 16:43:28,372 INFO    Thread-26 :138870 [dir_watcher.py:_on_file_created():271] file/dir created: /home/akshar/Projects/Fraud_Classification/research/wandb/run-20240216_164231-25rjx2y1/files/wandb-summary.json
2024-02-16 16:43:31,151 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:43:36,151 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:43:38,634 DEBUG   SystemMonitor:138870 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-02-16 16:43:38,635 DEBUG   SenderThread:138870 [sender.py:send():382] send: stats
2024-02-16 16:43:41,635 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:43:41,852 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: stop_status
2024-02-16 16:43:41,853 DEBUG   SenderThread:138870 [sender.py:send_request():409] send_request: stop_status
2024-02-16 16:43:41,854 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-16 16:43:47,201 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:43:52,202 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:43:56,853 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: stop_status
2024-02-16 16:43:56,853 DEBUG   SenderThread:138870 [sender.py:send_request():409] send_request: stop_status
2024-02-16 16:43:56,899 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-16 16:43:58,160 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:44:03,161 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:44:08,162 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:44:08,635 DEBUG   SenderThread:138870 [sender.py:send():382] send: stats
2024-02-16 16:44:11,853 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: stop_status
2024-02-16 16:44:11,853 DEBUG   SenderThread:138870 [sender.py:send_request():409] send_request: stop_status
2024-02-16 16:44:11,899 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-16 16:44:13,206 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:44:18,207 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:44:23,208 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:44:26,853 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: stop_status
2024-02-16 16:44:26,854 DEBUG   SenderThread:138870 [sender.py:send_request():409] send_request: stop_status
2024-02-16 16:44:26,896 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-16 16:44:28,216 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:44:33,217 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:44:38,219 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:44:38,636 DEBUG   SenderThread:138870 [sender.py:send():382] send: stats
2024-02-16 16:44:41,854 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: stop_status
2024-02-16 16:44:41,854 DEBUG   SenderThread:138870 [sender.py:send_request():409] send_request: stop_status
2024-02-16 16:44:41,896 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-16 16:44:44,156 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:44:49,156 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:44:54,157 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
